Protein	Gene name
17/O76013/O76014/O76015/P02533/P05783/P08727/P08779/P13645/P13646/P19012/Q04695/Q14525/Q14532/Q15323/Q2M2I5/Q7Z3Y7/Q92764	NA
17/P01889/P01893/P10321/P13747/P18463/P30460/P30462/P30475/P30480/P30486/P30499/Q29718/Q29836/Q29865/Q29963/Q31610/Q95365	NA
19/O43790/O95678/P02538/P04259/P05787/P08670/P08729/P12035/P13647/P14136/P19013/P48668/P78385/P78386/Q01546/Q14533/Q5XKE5/Q8N1N4/Q9NSB2	NA
19/P01891/P01892/P04439/P05534/P10314/P10316/P13746/P16188/P16189/P16190/P18462/P30447/P30450/P30453/P30456/P30457/P30459/P30512/Q09160	NA
2/A0AVI2/Q9NZM1	NA
2/A2A3N6/P55036	NA
2/A2RTX5/P26639	NA
2/A4D0S4/P55268	NA
2/A6NEC2/P55786	NA
2/A6NHG4/P30046	NA
2/A6NHQ2/P22087	NA
2/A6NIH7/Q13432	NA
2/A6NIZ1/P61224	NA
2/A6NKH3/P61513	NA
2/A6NMY6/P07355	NA
2/A6PVI3/P52298	NA
2/A8MT79/P25311	NA
2/A8MUU1/Q01469	NA
2/A8MWD9/P62308	NA
2/A8MWL6/O43760	NA
2/A9QM74/P52292	NA
2/A9Z1Z3/Q9BR76	NA
2/B2RPK0/P09429	NA
2/B5ME19/Q99613	NA
2/C9JRZ8/O60218	NA
2/C9JRZ8/P15121	NA
2/E9PAV3/Q13765	NA
2/E9PQ53/O95298	NA
2/O00139/Q99661	NA
2/O00148/Q13838	NA
2/O00160/Q12965	NA
2/O00194/P51159	NA
2/O00264/O15173	NA
2/O00291/O75146	NA
2/O00410/O60518	NA
2/O00425/Q9NZI8	NA
2/O00425/Q9Y6M1	NA
2/O00462/Q9NQW7	NA
2/O00505/O00629	NA
2/O00506/Q9P289	NA
2/O00506/Q9Y6E0	NA
2/O00507/Q93008	NA
2/O00571/O15523	NA
2/O00585/P08238	NA
2/O00757/P09467	NA
2/O00763/Q13085	NA
2/O14519/O75956	NA
2/O14556/P04406	NA
2/O14602/P47813	NA
2/O14646/O14647	NA
2/O14732/P61289	NA
2/O14776/Q5VWI1	NA
2/O14787/Q92973	NA
2/O14802/O95602	NA
2/O14818/Q8TAA3	NA
2/O14908/Q8TF64	NA
2/O14910/Q9NUP9	NA
2/O14925/Q5SRD1	NA
2/O14950/P19105	NA
2/O14979/Q14103	NA
2/O14983/P16615	NA
2/O15020/Q01082	NA
2/O15083/Q8IUD2	NA
2/O15120/Q8N1G2	NA
2/O15131/O60684	NA
2/O15143/Q92747	NA
2/O15264/P53778	NA
2/O15305/Q92871	NA
2/O15347/P0C6E5	NA
2/O15397/O95373	NA
2/O15511/Q9BPX5	NA
2/O43175/Q13363	NA
2/O43237/Q9Y6G9	NA
2/O43252/O95340	NA
2/O43286/P15291	NA
2/O43301/Q96MM6	NA
2/O43390/O60506	NA
2/O43423/P39687	NA
2/O43432/Q04637	NA
2/O43464/P83110	NA
2/O43488/Q8NHP1	NA
2/O43491/Q9Y2J2	NA
2/O43639/P16333	NA
2/O43663/Q96I25	NA
2/O43707/P12814	NA
2/O43707/P35609	NA
2/O43707/Q9H254	NA
2/O43741/Q9Y478	NA
2/O43768/P56211	NA
2/O43795/Q8WXR4	NA
2/O43865/Q96HN2	NA
2/O60216/Q9H4I0	NA
2/O60234/P60983	NA
2/O60256/Q14558	NA
2/O60264/P28370	NA
2/O60271/Q9UPT6	NA
2/O60333/Q12756	NA
2/O60343/Q86TI0	NA
2/O60361/P22392	NA
2/O60488/O95573	NA
2/O60493/Q9UMY4	NA
2/O60684/P52294	NA
2/O60739/P41567	NA
2/O60749/Q13596	NA
2/O60812/P07910	NA
2/O60825/P16118	NA
2/O60825/Q16875	NA
2/O60885/Q15059	NA
2/O75116/Q13464	NA
2/O75116/Q15382	NA
2/O75122/Q7Z460	NA
2/O75150/Q5VTR2	NA
2/O75153/Q9Y5I4	NA
2/O75155/Q86VP6	NA
2/O75179/Q8IWZ3	NA
2/O75190/Q8WWF6	NA
2/O75317/P62068	NA
2/O75323/Q9BPW8	NA
2/O75366/P09327	NA
2/O75367/Q9P0M6	NA
2/O75369/P21333	NA
2/O75369/Q14315	NA
2/O75410/Q9Y6A5	NA
2/O75436/Q4G0F5	NA
2/O75477/O94905	NA
2/O75494/Q8WXF0	NA
2/O75526/P38159	NA
2/O75582/O75676	NA
2/O75746/Q9UJS0	NA
2/O75828/P16152	NA
2/O75874/P48735	NA
2/O75914/Q13177	NA
2/O75923/Q9NZM1	NA
2/O75953/Q15008	NA
2/O75964/Q7Z4Y8	NA
2/O94804/Q9H2G2	NA
2/O94805/O96019	NA
2/O94808/Q06210	NA
2/O94855/P53992	NA
2/O94973/O95782	NA
2/O95049/Q07157	NA
2/O95104/Q9UPN6	NA
2/O95154/Q8NHP1	NA
2/O95183/Q14980	NA
2/O95239/Q2VIQ3	NA
2/O95302/Q75LS8	NA
2/O95319/Q92879	NA
2/O95399/P11021	NA
2/O95678/P05787	NA
2/O95716/P20336	NA
2/O95757/P34932	NA
2/O95757/Q92598	NA
2/O95758/P26599	NA
2/O95793/Q9NUL3	NA
2/O95994/Q8TD06	NA
2/P00325/P00326	NA
2/P00326/P07327	NA
2/P00338/Q6ZMR3	NA
2/P00352/P05091	NA
2/P00367/P49448	NA
2/P00374/Q86XF0	NA
2/P00387/Q6BCY4	NA
2/P00390/Q06546	NA
2/P00492/Q9NRG1	NA
2/P00558/P07205	NA
2/P00568/Q9Y6K8	NA
2/P01009/P20848	NA
2/P01036/P01037	NA
2/P01111/P01116	NA
2/P01892/P10316	NA
2/P01909/P62917	NA
2/P02008/P69905	NA
2/P02042/P68871	NA
2/P02462/P29400	NA
2/P02533/P08727	NA
2/P02538/P04259	NA
2/P02545/Q5ST30	NA
2/P04075/P09972	NA
2/P04259/P04264	NA
2/P04264/P35908	NA
2/P04350/P68371	NA
2/P04632/Q96L46	NA
2/P05023/P13637	NA
2/P05023/P50993	NA
2/P05141/P12236	NA
2/P05204/Q15651	NA
2/P05388/Q8NHW5	NA
2/P05556/P18564	NA
2/P05783/P08727	NA
2/P05783/Q92764	NA
2/P05787/P08729	NA
2/P05937/P22676	NA
2/P06732/P12277	NA
2/P06733/P13929	NA
2/P06737/P11217	NA
2/P06744/Q01082	NA
2/P06744/Q8N196	NA
2/P06753/P09493	NA
2/P06753/P67936	NA
2/P06865/P07686	NA
2/P07203/P18283	NA
2/P07814/P47897	NA
2/P07900/P08238	NA
2/P07900/Q14568	NA
2/P07900/Q58FG0	NA
2/P07900/Q9NQH7	NA
2/P07910/Q86SE5	NA
2/P07942/P48643	NA
2/P07947/P12931	NA
2/P07948/P08631	NA
2/P07951/P09493	NA
2/P07951/P67936	NA
2/P08107/P11142	NA
2/P08107/P17066	NA
2/P08107/P34931	NA
2/P08133/P08758	NA
2/P08134/P61586	NA
2/P08183/P21439	NA
2/P08237/P17858	NA
2/P08238/Q58FF7	NA
2/P08238/Q58FF8	NA
2/P08238/Q92538	NA
2/P08559/P29803	NA
2/P08579/P09012	NA
2/P08670/P14136	NA
2/P08708/P0CW22	NA
2/P08727/P08779	NA
2/P08727/P13646	NA
2/P08727/Q04695	NA
2/P08727/Q99456	NA
2/P08758/P09525	NA
2/P09104/P13929	NA
2/P09488/P46439	NA
2/P09488/Q03013	NA
2/P09496/P09497	NA
2/P09651/Q32P51	NA
2/P0C0L4/P0C0L5	NA
2/P0C0S5/Q71UI9	NA
2/P0C7P4/P47985	NA
2/P0CB38/Q13310	NA
2/P0CB43/Q9BTY7	NA
2/P0CG22/Q9BTZ2	NA
2/P10301/P62070	NA
2/P10523/P49407	NA
2/P10586/P23468	NA
2/P11047/Q9Y6N6	NA
2/P11142/P54652	NA
2/P11216/P11217	NA
2/P11233/P11234	NA
2/P11277/Q01082	NA
2/P11310/Q15800	NA
2/P11387/Q969P6	NA
2/P11388/Q02880	NA
2/P11586/Q6UB35	NA
2/P11908/P21108	NA
2/P11908/P60891	NA
2/P11940/Q13310	NA
2/P11940/Q4VXU2	NA
2/P11940/Q9H361	NA
2/P12081/P49590	NA
2/P12235/P12236	NA
2/P12268/P20839	NA
2/P12532/P17540	NA
2/P12814/P35609	NA
2/P13611/P54578	NA
2/P13639/Q15029	NA
2/P13646/P19012	NA
2/P13667/P30101	NA
2/P13693/Q56UQ5	NA
2/P13796/P13797	NA
2/P13797/Q14651	NA
2/P13807/P54840	NA
2/P13807/Q13085	NA
2/P13861/P31323	NA
2/P13861/Q96PF1	NA
2/P14543/Q14112	NA
2/P14550/P15121	NA
2/P14618/P30613	NA
2/P14625/Q58FF3	NA
2/P14649/P60660	NA
2/P14678/P63162	NA
2/P14866/Q8WVV9	NA
2/P14923/P35222	NA
2/P15153/P63000	NA
2/P15170/Q8IYD1	NA
2/P15259/P18669	NA
2/P15311/Q5TZA2	NA
2/P15313/P21281	NA
2/P15531/P22392	NA
2/P16298/Q08209	NA
2/P16615/Q93084	NA
2/P16949/Q93045	NA
2/P16989/P67809	NA
2/P17081/P60953	NA
2/P17516/P42330	NA
2/P17612/P22694	NA
2/P17812/Q9NRF8	NA
2/P17844/Q92841	NA
2/P17858/Q01813	NA
2/P17980/Q8TAG9	NA
2/P17987/P50991	NA
2/P18669/Q8N0Y7	NA
2/P19338/Q9Y2L5	NA
2/P19367/P52789	NA
2/P19367/Q2TB90	NA
2/P19971/Q9H2U1	NA
2/P20338/P61018	NA
2/P20340/Q9NRW1	NA
2/P20591/P20592	NA
2/P20700/Q03252	NA
2/P21108/P60891	NA
2/P21127/Q9UQ88	NA
2/P21283/Q8NEY4	NA
2/P21291/P50461	NA
2/P21333/Q14315	NA
2/P21397/P27338	NA
2/P21796/Q9Y277	NA
2/P22059/Q969R2	NA
2/P22090/P62701	NA
2/P22090/Q8TD47	NA
2/P23141/Q9UKY3	NA
2/P23193/Q15560	NA
2/P23246/Q15233	NA
2/P23258/Q9NRH3	NA
2/P23368/Q16798	NA
2/P23497/Q9H930	NA
2/P23528/Q9Y281	NA
2/P24298/Q8TD30	NA
2/P24534/P29692	NA
2/P25098/P35626	NA
2/P25205/P33992	NA
2/P25685/Q9UDY4	NA
2/P26232/P35221	NA
2/P26373/Q70SY1	NA
2/P27169/Q15166	NA
2/P27216/P50995	NA
2/P27348/P31946	NA
2/P27482/P62158	NA
2/P27635/Q96L21	NA
2/P27708/P31327	NA
2/P28340/P49327	NA
2/P29323/Q15375	NA
2/P29353/P98077	NA
2/P29401/Q9H0I9	NA
2/P29475/Q8N335	NA
2/P30101/P54136	NA
2/P30101/Q8NBS9	NA
2/P30153/P30154	NA
2/P30405/Q9UNP9	NA
2/P30443/P30455	NA
2/P30622/Q9UDT6	NA
2/P30837/P47895	NA
2/P30837/Q27J81	NA
2/P31150/P50395	NA
2/P31153/Q00266	NA
2/P31350/Q7LG56	NA
2/P31483/Q01085	NA
2/P31943/P52597	NA
2/P31943/P55795	NA
2/P31946/P61981	NA
2/P32119/Q06830	NA
2/P32322/Q96C36	NA
2/P33121/Q9UKU0	NA
2/P33121/Q9ULC5	NA
2/P33176/Q12840	NA
2/P33240/Q9H0L4	NA
2/P33991/Q9UJA3	NA
2/P34820/Q7Z5Y6	NA
2/P34896/P34897	NA
2/P34913/Q8IX05	NA
2/P35219/Q7Z3B4	NA
2/P35221/Q9UI47	NA
2/P35222/Q5XPI4	NA
2/P35237/P50452	NA
2/P35241/Q9Y6F6	NA
2/P35558/Q16822	NA
2/P35579/P35580	NA
2/P35579/P35749	NA
2/P35579/Q7Z406	NA
2/P35580/P35749	NA
2/P35580/Q13439	NA
2/P35580/Q7Z406	NA
2/P35637/Q92804	NA
2/P35749/Q7Z406	NA
2/P35900/Q99456	NA
2/P36405/Q13795	NA
2/P36406/P62330	NA
2/P36507/Q02750	NA
2/P36543/Q96A05	NA
2/P36575/P49407	NA
2/P36873/P62136	NA
2/P36959/Q9P2T1	NA
2/P37235/P84074	NA
2/P37802/Q9UI15	NA
2/P38159/Q96E39	NA
2/P39023/Q92901	NA
2/P39687/Q92688	NA
2/P40123/Q01518	NA
2/P40227/Q92526	NA
2/P40429/Q6NVV1	NA
2/P41091/Q2VIR3	NA
2/P41208/Q12798	NA
2/P41227/Q9BSU3	NA
2/P41236/Q6NXS1	NA
2/P42025/P61163	NA
2/P42166/P42167	NA
2/P42229/P51692	NA
2/P42330/Q04828	NA
2/P42677/Q71UM5	NA
2/P42704/Q13308	NA
2/P42771/P42772	NA
2/P43034/Q9BS26	NA
2/P45973/Q13185	NA
2/P45974/Q92995	NA
2/P46734/P52564	NA
2/P46783/Q9NQ39	NA
2/P46926/Q8TDQ7	NA
2/P46934/Q96PU5	NA
2/P46940/Q13576	NA
2/P46940/Q86VI3	NA
2/P47755/P52907	NA
2/P48059/Q7Z4I7	NA
2/P48436/P56693	NA
2/P48643/P50991	NA
2/P48643/Q6ZVL6	NA
2/P48729/Q8N752	NA
2/P48730/P49674	NA
2/P48739/Q00169	NA
2/P49137/Q16644	NA
2/P49585/Q9Y5K3	NA
2/P49753/Q86TX2	NA
2/P49757/Q9Y6R0	NA
2/P50225/P50226	NA
2/P50502/Q8IZP2	NA
2/P50502/Q8NFI4	NA
2/P50570/Q05193	NA
2/P50570/Q9UQ16	NA
2/P50851/Q8NFP9	NA
2/P50995/Q8NDF8	NA
2/P51003/Q9BWT3	NA
2/P51003/Q9NRJ5	NA
2/P51114/P51116	NA
2/P51151/Q9NP90	NA
2/P51531/P51532	NA
2/P51532/Q96A70	NA
2/P51610/Q9Y5Z7	NA
2/P51668/Q9Y2X8	NA
2/P51812/Q15349	NA
2/P51812/Q9UK32	NA
2/P52888/Q9BYT8	NA
2/P52895/Q04828	NA
2/P53365/P53367	NA
2/P53618/Q8TDG4	NA
2/P53621/Q12770	NA
2/P53621/Q15154	NA
2/P53675/Q00610	NA
2/P53677/Q9Y2T2	NA
2/P54725/P54727	NA
2/P54852/P62913	NA
2/P54868/Q01581	NA
2/P54920/Q9H115	NA
2/P55011/Q13621	NA
2/P55145/Q49AH0	NA
2/P55160/Q9BTE3	NA
2/P55209/Q99733	NA
2/P56377/P61966	NA
2/P56381/Q5VTU8	NA
2/P56545/Q13363	NA
2/P57721/Q15366	NA
2/P58107/Q15149	NA
2/P59074/Q9H444	NA
2/P60709/P63261	NA
2/P60763/P63000	NA
2/P60842/Q14240	NA
2/P61006/Q92930	NA
2/P61019/Q8WUD1	NA
2/P61077/P62837	NA
2/P61088/Q5JXB2	NA
2/P61158/Q9P1U1	NA
2/P61204/P84077	NA
2/P61224/P62834	NA
2/P61254/Q9UNX3	NA
2/P61326/Q96A72	NA
2/P61619/Q9H9S3	NA
2/P62136/P62140	NA
2/P62269/Q9BQS8	NA
2/P62328/P63313	NA
2/P62491/Q15907	NA
2/P62701/Q8TD47	NA
2/P62714/P67775	NA
2/P62805/Q99525	NA
2/P62820/Q9H0U4	NA
2/P62854/Q5JNZ5	NA
2/P62873/P62879	NA
2/P62879/Q9HAV0	NA
2/P62891/Q59GN2	NA
2/P63010/Q10567	NA
2/P63027/Q15836	NA
2/P63092/Q5JWF2	NA
2/P63151/Q66LE6	NA
2/P63151/Q9Y2T4	NA
2/P63167/Q96FJ2	NA
2/P63241/Q6IS14	NA
2/P63241/Q9GZV4	NA
2/P68104/Q05639	NA
2/P68104/Q5VTE0	NA
2/P68363/P68366	NA
2/P68400/Q8NEV1	NA
2/P78352/Q12959	NA
2/P78395/Q99832	NA
2/P78527/Q96EQ8	NA
2/P82930/Q9P035	NA
2/P83881/Q969Q0	NA
2/P83916/Q13185	NA
2/P84103/Q16629	NA
2/P85037/Q9NV79	NA
2/P98088/Q9HC84	NA
2/Q01081/Q8WU68	NA
2/Q01082/Q15431	NA
2/Q01130/Q9BRL6	NA
2/Q01484/Q9Y4W6	NA
2/Q01826/Q9UPW6	NA
2/Q02218/Q9ULD0	NA
2/Q02241/Q13332	NA
2/Q05DH4/Q10570	NA
2/Q06278/Q08722	NA
2/Q06587/Q99496	NA
2/Q06830/Q13162	NA
2/Q07666/Q5VWX1	NA
2/Q07866/Q9H0B6	NA
2/Q08170/Q13247	NA
2/Q09028/Q16576	NA
2/Q12792/Q6IBS0	NA
2/Q12800/Q9NZI7	NA
2/Q12906/Q96SI9	NA
2/Q13107/Q9Y4E8	NA
2/Q13153/Q13177	NA
2/Q13283/Q9UN86	NA
2/Q13310/Q5JQF8	NA
2/Q13330/Q9BTC8	NA
2/Q13362/Q14738	NA
2/Q13404/Q15819	NA
2/Q13509/Q9BUF5	NA
2/Q13547/Q92769	NA
2/Q13554/Q13555	NA
2/Q13619/Q13620	NA
2/Q13885/Q9BVA1	NA
2/Q13895/Q9NR09	NA
2/Q14004/Q9NYV4	NA
2/Q14141/Q9NVA2	NA
2/Q14151/Q15424	NA
2/Q14152/Q52LW3	NA
2/Q14152/Q96Q89	NA
2/Q14155/Q15052	NA
2/Q14160/Q9BTT6	NA
2/Q14161/Q9Y2X7	NA
2/Q14168/Q9NZW5	NA
2/Q14194/Q16555	NA
2/Q14498/Q86U06	NA
2/Q14671/Q8TB72	NA
2/Q14696/Q9Y4B6	NA
2/Q14839/Q8TDI0	NA
2/Q14980/Q8TDC3	NA
2/Q15019/Q9UHD8	NA
2/Q15031/Q9BQP9	NA
2/Q15147/Q6P2Q9	NA
2/Q15149/Q9UPN3	NA
2/Q15181/Q9H2U2	NA
2/Q15208/Q9Y2H1	NA
2/Q15365/Q15366	NA
2/Q15417/Q99439	NA
2/Q15436/Q15437	NA
2/Q15555/Q15691	NA
2/Q15643/Q8NCM8	NA
2/Q15691/Q9UPY8	NA
2/Q15797/Q99717	NA
2/Q16222/Q3KQV9	NA
2/Q16762/Q9UL42	NA
2/Q29RF7/Q9NTI5	NA
2/Q2QD12/Q96AT9	NA
2/Q32MZ4/Q9Y608	NA
2/Q3LXA3/Q96IV0	NA
2/Q4VC05/Q9BQE9	NA
2/Q52LJ0/Q8NCA5	NA
2/Q5JVS0/Q8NC51	NA
2/Q5M9Q1/Q8N5F7	NA
2/Q5MIZ7/Q6IN85	NA
2/Q5T035/Q9NZB2	NA
2/Q5T1J5/Q9Y6H1	NA
2/Q5T2N8/Q9NVI7	NA
2/Q5T4S7/Q9C099	NA
2/Q5T8P6/Q9P2N5	NA
2/Q5T9A4/Q9NVI7	NA
2/Q5T9S5/Q8IYS1	NA
2/Q5VSL9/Q9ULQ0	NA
2/Q5VWQ0/Q6PCB5	NA
2/Q5VZF2/Q9NR56	NA
2/Q5VZM2/Q7L523	NA
2/Q63ZY6/Q96P11	NA
2/Q659C4/Q6PKG0	NA
2/Q68DU8/Q96CX2	NA
2/Q6N069/Q9BXJ9	NA
2/Q6NSW5/Q8TCE6	NA
2/Q6NXG1/Q9H6T0	NA
2/Q6P158/Q7Z478	NA
2/Q6P2I3/Q96GK7	NA
2/Q6P474/Q6P996	NA
2/Q6P597/Q9NSK0	NA
2/Q6PKH6/Q9BTZ2	NA
2/Q6UWV6/Q9Y6X5	NA
2/Q6VN20/Q96S59	NA
2/Q7L1Q6/Q9Y6E2	NA
2/Q7L576/Q96F07	NA
2/Q7L7X3/Q9H2K8	NA
2/Q7L9L4/Q9H8S9	NA
2/Q7Z406/Q9H7C4	NA
2/Q7Z5L9/Q9H1B7	NA
2/Q7Z739/Q9BYJ9	NA
2/Q7Z7H5/Q8N967	NA
2/Q7Z7H5/Q9BVK6	NA
2/Q86SE5/Q9UKM9	NA
2/Q86TC9/Q8WX93	NA
2/Q86V35/Q96AY3	NA
2/Q86W92/Q8ND30	NA
2/Q86YB8/Q96HE7	NA
2/Q86YN1/Q9Y3C4	NA
2/Q86YP4/Q8WXI9	NA
2/Q8IXK0/Q8NDX5	NA
2/Q8IYK4/Q8NBJ5	NA
2/Q8IZP0/Q9NYB9	NA
2/Q8N3U4/Q8WVM7	NA
2/Q8N4C6/Q9P2E9	NA
2/Q8N4N8/Q99661	NA
2/Q8NDN9/Q96ER9	NA
2/Q8TAQ2/Q92922	NA
2/Q8TF09/Q9NP97	NA
2/Q8WUM4/Q9HCP0	NA
2/Q8WWM7/Q99700	NA
2/Q92928/Q9H0U4	NA
2/Q92945/Q96AE4	NA
2/Q96AE4/Q96I24	NA
2/Q96AK3/Q9UH17	NA
2/Q96BF6/Q96RE7	NA
2/Q96BM9/Q9NVJ2	NA
2/Q96C19/Q9BUP0	NA
2/Q96DC9/Q99758	NA
2/Q96DE0/Q9BRJ7	NA
2/Q96JB2/Q9P2J5	NA
2/Q96LI5/Q9ULM6	NA
2/Q96M86/Q9Y2S2	NA
2/Q96NW7/Q96RT1	NA
2/Q96NY7/Q9NZA1	NA
2/Q96P16/Q9NQG5	NA
2/Q96PU4/Q96T88	NA
2/Q96S99/Q9H8W4	NA
2/Q99873/Q9NR22	NA
2/Q99961/Q99962	NA
2/Q9BQ04/Q9BWF3	NA
2/Q9BQ39/Q9NR30	NA
2/Q9BWM7/Q9H9B4	NA
2/Q9BXB4/Q9BXB5	NA
2/Q9BXS5/Q9Y6Q5	NA
2/Q9BXT5/Q9Y4L1	NA
2/Q9BZ23/Q9H999	NA
2/Q9BZX2/Q9HA47	NA
2/Q9H0B6/Q9NSK0	NA
2/Q9H0Q0/Q9NUQ9	NA
2/Q9H1H9/Q9NQT8	NA
2/Q9H1K4/Q9H936	NA
2/Q9H223/Q9NZN4	NA
2/Q9H4M9/Q9NZN3	NA
2/Q9H9S4/Q9Y376	NA
2/Q9HB90/Q9NQL2	NA
2/Q9HBI1/Q9NVD7	NA
2/Q9NP72/Q9UL25	NA
2/Q9NPJ8/Q9UKK6	NA
2/Q9NPQ8/Q9NVN3	NA
2/Q9NQ29/Q9Y383	NA
2/Q9NR31/Q9Y6B6	NA
2/Q9NUU7/Q9UHL0	NA
2/Q9NUU7/Q9UMR2	NA
2/Q9NVP2/Q9Y294	NA
2/Q9NWU5/Q9P2P6	NA
2/Q9NYF8/Q9Y2W1	NA
2/Q9NYL9/Q9NZR1	NA
2/Q9NYU1/Q9NYU2	NA
2/Q9P0V9/Q9UH03	NA
2/Q9P289/Q9Y6E0	NA
2/Q9P2K3/Q9UKL0	NA
2/Q9UBF2/Q9Y678	NA
2/Q9UHD9/Q9UMX0	NA
2/Q9UKU0/Q9ULC5	NA
2/Q9UNF1/Q9Y5V3	NA
2/Q9UNH7/Q9Y5X3	NA
2/Q9Y490/Q9Y4G6	NA
2/Q9Y6D5/Q9Y6D6	NA
20/O95678/P02538/P04259/P04264/P05787/P08729/P12035/P13647/P19013/P35908/P48668/Q01546/Q14CN4/Q3SY84/Q5XKE5/Q7RTS7/Q7Z794/Q86Y46/Q8N1N4/Q9NSB2	NA
28/O94921/P06239/P06241/P06493/P07947/P07948/P08631/P09769/P11362/P11802/P20794/P21802/P22455/P22607/P24941/P50750/P51451/Q00526/Q00534/Q00535/Q00536/Q00537/Q07002/Q14004/Q8IZL9/Q96Q40/Q9NYV4/Q9UPZ9	NA
3/A0AV96/Q8TBY0/Q9NQ94	NA
3/A1L390/O43681/Q9NWW6	NA
3/A6NGE4/P0C7V8/Q5TAQ9	NA
3/A6NGU5/P19440/P36268	NA
3/A6NIZ1/P61224/P62834	NA
3/A6NKG5/P55212/Q04844	NA
3/A6NKZ8/A6NNZ2/Q3ZCM7	NA
3/A6NL28/P06753/P09493	NA
3/A6NL28/P06753/P67936	NA
3/A6NNZ2/Q13885/Q9BVA1	NA
3/B2RPK0/P09429/P23497	NA
3/B2RPK0/P09429/P26583	NA
3/E9PAV3/Q13765/Q9BZK3	NA
3/F5H284/P62937/Q9Y536	NA
3/H7BZ55/O60282/Q9Y4F1	NA
3/O00182/Q3B8N2/Q6DKI2	NA
